tc,f,df,TS,UL95
55013.16,1.972e-07,7.567e-08,73.936699,False
55014.16,1.4529999999999998e-07,8.325e-08,8.528371,1.598815e-07
55015.16,1.805e-07,7.91e-08,41.777074,False
55016.16,2.2559999999999998e-07,1.057e-07,51.006964,False
55017.16,2.233e-07,8.391e-08,80.612255,False
55018.16,3.2719999999999997e-07,1.259e-07,29.382439,False
55019.16,4.208e-07,1.126e-07,55.091152,False
55020.16,9.423e-08,7.507e-08,8.179705,1.532654e-07
55021.16,7.503999999999999e-08,6.201e-08,4.739286,1.184089e-07
55022.16,1.336e-07,9.238e-08,7.042147,8.162170e-08
55023.16,1.174e-07,7.613999999999999e-08,21.653709,1.358575e-07
55024.16,2.222e-07,8.562e-08,41.808840000000004,False
55025.16,6.642000000000001e-08,4.705e-08,22.00408,6.656625e-08
55026.16,2.12e-07,9.365000000000001e-08,25.794572,False
55027.16,1.094e-07,6.336999999999999e-08,35.870083,False
55028.16,2.666e-07,7.674e-08,89.447272,False
55029.16,1.096e-07,7.01e-08,15.374207,1.391072e-07
55030.16,1.483e-07,7.341999999999999e-08,17.218760999999997,1.498845e-07
55031.16,2.3469999999999998e-07,7.806e-08,87.826677,False
55032.16,1.048e-07,8.304000000000001e-08,11.452432,1.495902e-07
55033.16,1.267e-07,7.913000000000001e-08,24.890791,False
55034.16,2.72e-07,1.0070000000000001e-07,69.593085,False
55035.16,3.026e-07,9.006e-08,95.200725,False
55036.16,2.6579999999999996e-07,1.044e-07,26.049719,False
55037.16,9.702999999999999e-08,5.282e-08,25.318842,False
55038.16,6.333e-08,3.533e-08,28.491927,False
55039.16,1.653e-07,8.308e-08,34.682522,False
55040.16,1.473e-07,5.614e-08,74.712577,False
55041.16,5.5839999999999996e-08,5.3579999999999994e-08,15.603023,7.282771e-08
55042.16,2.341e-07,7.295e-08,82.847452,False
55043.16,7.371e-08,5.543e-08,11.082778,7.822424e-08
55044.16,8.724e-08,5.019e-08,40.919902,False
55045.16,9.952999999999999e-08,5.9530000000000004e-08,25.033266,False
55046.16,7.149e-08,7.41e-08,1.926537,6.669427e-08
55047.16,5.514e-08,4.649e-08,18.081622,6.022507e-08
55048.16,4.846e-08,3.6499999999999996e-08,12.419902,5.058412e-08
55049.16,2.119e-07,9.526999999999999e-08,30.672219000000002,False
55050.16,2.539e-07,8.398e-08,69.93685500000001,False
55051.16,2.272e-07,9.970000000000001e-08,23.251639,1.327133e-07
55052.16,2.7989999999999996e-07,9.679000000000001e-08,41.069373999999996,False
55053.16,1.914e-07,8.284e-08,45.33054,False
55054.16,1.388e-07,6.886e-08,30.814621000000002,False
55055.16,5.043e-07,1.332e-07,45.066653,False
55056.16,9.392e-08,4.663e-08,50.684067,False
55057.16,1.194e-07,6.533e-08,27.782353000000004,False
55058.16,1.102e-07,5.726e-08,23.80604,9.459612e-08
55059.16,2.714e-07,1.0710000000000001e-07,46.131609000000005,False
55060.16,2.324e-07,8.845e-08,72.906463,False
55061.16,6.509000000000001e-08,4.992e-08,10.920465,7.676292e-08
55062.16,1.8579999999999998e-07,9.449e-08,12.180735,1.201659e-07
55063.16,1.823e-07,8.369999999999999e-08,25.475724,False
55064.16,9.845000000000001e-08,8.327999999999999e-08,2.685752,6.009512e-08
55065.16,1.807e-07,9.656000000000001e-08,34.150346,False
55066.16,2.641e-07,9.938000000000001e-08,58.188086,False
55067.16,1.582e-07,6.839e-08,59.386061,False
55068.16,3.2240000000000003e-07,1.298e-07,26.028724,False
55069.16,1.25e-07,8.124e-08,6.797467999999999,7.513751e-08
55070.16,2.494e-07,1.1460000000000001e-07,17.737923000000002,1.545518e-07
55071.16,3e-07,1.1e-07,59.548888,False
55072.16,9.125e-08,5.1680000000000004e-08,13.44483,8.163835e-08
55073.16,2.552e-07,1.0650000000000001e-07,36.829826000000004,False
55074.16,1.653e-07,9.199999999999999e-08,16.501357000000002,8.621646e-08
55075.16,3.486e-07,1.159e-07,24.709436,4.937345e-07
55076.16,1.57e-07,7.214000000000001e-08,34.845440999999994,False
55077.16,7.096e-08,4.173e-08,14.196041000000001,5.390954e-08
55078.16,1.5560000000000002e-07,6.623e-08,37.868757,False
55079.16,3.304e-08,3.481e-08,15.587320000000002,3.608581e-08
55080.16,1.9739999999999998e-07,9.121000000000001e-08,36.562802000000005,False
55081.16,2.039e-07,1.0390000000000001e-07,12.823811,1.312458e-07
55082.16,1.383e-07,6.795e-08,44.521449,False
55083.16,2.402e-07,1.066e-07,19.808068,1.462104e-07
55084.16,1.702e-07,7.027e-08,39.10989,False
55085.16,1.6440000000000002e-07,8.397e-08,38.830102000000004,False
55086.16,6.328999999999999e-08,4.678e-08,37.206887,False
55087.16,2.728e-07,1.224e-07,19.227413000000002,1.516301e-07
55088.16,5.017e-07,1.529e-07,47.295821999999994,False
55089.16,1.8219999999999998e-07,8.846e-08,53.098185,False
55090.16,2.1859999999999999e-07,1.067e-07,25.08065,False
55091.16,1.2199999999999998e-07,6.031e-08,44.185325,False
55092.16,1.449e-07,9.388e-08,27.771416,False
55093.16,2.833e-07,1.1900000000000001e-07,33.714929999999995,False
55094.16,3.4310000000000005e-07,1.356e-07,20.264820999999998,4.212125e-07
55095.16,1.2099999999999998e-07,6.453000000000001e-08,45.078049,False
55096.16,1.437e-07,7.759000000000001e-08,39.682773,False
55097.16,1.468e-07,1.34e-07,39.682773,1.411062e-07
55098.16,3.4450000000000005e-07,1.2810000000000002e-07,20.958574,3.939819e-07
55099.16,3.2130000000000005e-07,1.108e-07,66.432292,False
55100.16,7.128e-08,6.794e-08,3.956927,1.262590e-07
55101.16,3.351e-07,1.152e-07,60.559295999999996,False
55102.16,1.0720000000000001e-07,6.021e-08,48.956914000000005,False
55103.16,2.4420000000000003e-07,8.881e-08,72.968329,False
55104.16,3.127e-07,8.983e-08,77.454422,False
55105.16,2.9420000000000003e-07,1.4570000000000001e-07,13.603821,1.738604e-07
55106.16,1.3060000000000002e-07,6.677999999999999e-08,43.858957000000004,False
55107.16,2.2579999999999997e-07,7.846e-08,97.803814,False
55108.16,2.616e-07,9.009999999999999e-08,57.17466700000001,False
55109.16,1.437e-07,8.039999999999999e-08,15.778201999999999,7.893925e-08
55110.16,4.271e-07,1.0539999999999999e-07,149.956018,False
55111.16,1.583e-07,7.783e-08,35.549271999999995,False
55112.16,4.662e-07,1.201e-07,62.647406999999994,False
55113.16,3.136e-07,1.188e-07,20.889418,4.009975e-07
55114.16,2.728e-07,1.273e-07,11.069425,1.531214e-07
55115.16,1.586e-07,7.328e-08,56.282601,False
55116.16,8.977e-08,5e-08,39.414528000000004,False
55117.16,3.423e-07,1.117e-07,71.69695300000001,False
55118.16,2.621e-07,9.203e-08,53.385492000000006,False
55119.16,3.5340000000000003e-07,1.079e-07,67.623411,False
55120.16,3.385e-07,9.737e-08,99.535772,False
55121.16,8.217e-08,5.255e-08,19.289932,7.585740e-08
55122.16,1.754e-07,6.046e-08,84.607311,False
55123.16,1.666e-07,5.926e-08,91.822022,False
55124.16,2.823e-07,1.126e-07,52.395703000000005,False
55125.16,2.057e-07,7.545e-08,66.337234,False
